name,ppv,pph
REFLUXAID SIROP 250ML,"70,00","49,01"
REFLUXAID STICK B24,"70,00","49,01"
REGAXIDIL 5% 60ML,"242,00","160,40"
REGHAAR ACTIVATEUR DE CHEVEUX,"83,80","55,87"
REGULOSE GELS B30,"250,00","166,68"
RELABIDIOL 10% 10ML,"240,10","168,04"
RELAXIMAG,"99,00","69,30"
RELAXIUM B6 150MG/60GELS,"87,00","60,90"
RELAXIUM B6 300MG/30GELS,"87,00","60,90"
RELAXIUM B6 375 B30,"99,00","69,30"
RELAXIUM B6 375 B60,"139,00","97,31"
RELAXOL X 20 CP..,"49,60","32,79"
RELPAX  40MG/2CP,"90,40","59,71"
RELPAX  40MG/6CP            BK,"251,00","166,13"
RELVAR ELLIPTA  92/22 MCG 30D,"430,00","302,10"
RELVAR ELLIPTA 184/22 MCG 30D,"430,00","302,10"
REMOX 20 MG X 10 GELULES    BK,"37,20","24,60"
REMOX 20MG 10CPS DISP       BK,"39,00","25,75"
REMOX 20MG 12 SUPPOSITOIRES,"42,00","27,73"
RENITEC 20 MG BT 28 COMP    BK,"66,40","43,90"
RENITEC 5 MG BT 28 COMP     BK,"51,80","34,23"
REPADINA CREME 30G,"95,00","66,50"
REPADINA OV B10,"95,00","66,50"
REPARE CREME 30G,"55,00","38,51"
REPELAST SPRAY 50ML,"88,50","61,96"
RESINCAL 99.75% 400G POUDRE,"298,00","209,79"
RESINSOD 400G POUDRE,"298,00","209,79"
RESODYL B30,"78,00","54,60"
RESODYL CREME,"60,00","42,00"
RESPIMER NETIFLOW KIT,"129,90","86,60"
RESPIMER NETIFLOW SACHET 30,"96,80","64,54"
RESPIQA SIROP 100ML,"49,00","34,31"
RESPIQA SIROP 200ML,"79,00","55,31"
RESPIRANOR BTE/10 CP A SUCER,"38,00","26,60"
RESPIRANOR BTE/20 CP A SUCER,"68,00","47,60"
RESPIRANOR SIROP,"55,00","38,52"
RESTORGEL GEL TUBE 50G,"118,00","77,96"
"RETACNYL CREME 0,025       BK","74,30","49,12"
"RETACNYL CREME 0,05         BK","77,70","51,32"
RETINOL ANTI-CELLULITE ROC,"1,00","0,66"
REUMADEP GELULES/30,"149,50","104,66"
REUMADEP GELULES/60,"259,00","181,30"
REVILNAT GELS B30,"149,00","104,30"
REVITAL GINSEG PLUS B30,"123,20","82,18"
REVITAL GINSENG PLUS B10,"55,00","36,67"
REVOLIZER,"50,00","35,00"
REXABAN 10MG B10,"129,20","85,39"
REXABAN 10MG B35,"386,00","271,87"
REXABAN 10MG B5,"70,00","46,28"
REXABAN 15MG B14,"210,00","138,75"
REXABAN 15MG B28,"350,00","245,89"
REXABAN 15MG B42,"498,00","350,54"
REXABAN 20MG B14,"210,00","138,75"
REXABAN 20MG B28,"370,00","259,94"
REXABAN 20MG B56,"649,00","456,60"
REXIVA 200000 B1 AMP,"19,50","12,90"
RHINATHIOL  SP AD 200 ML..,"36,70","24,23"
RHINATHIOL AD SIROP F/125 ML..,"28,00","18,53"
RHINATHIOL ENF SIROP/125ML..,"17,30","11,46"
RHINICUR DOUCHE NASAL,"162,20","113,53"
RHINICUR SEL DE RINCAGE / 20 S,"86,30","60,38"
RHINO-FEBRAL GELULES,"13,40","8,84"
RHINOLAYA FORT SPRAY/PM /R,"83,50","58,46"
RHINOLAYA KIDS/R,"83,50","58,46"
RHINOLAYA PROTECT/R,"89,90","62,93"
RHINOLAYA SPRAY/100ML /R,"89,50","62,64"
RHUMAGRIP  / 16 CPS,"15,90","10,50"
RHUMIX / 10 SACH,"20,60","13,59"
RIACEN 20 MG X 20 GELULES   BK,"74,40","49,18"
RIACEN CREME 1% 50G GM,"65,10","43,01"
RIAMEC 10MG B30,"108,00","71,35"
RIAMEC 5MG B30,"55,50","36,66"
RIBOHYAL COLLYRE 10ML,"169,90","118,92"
RILUTEK 50MG B56  AVENTIS,"2 782,00","2 482,24"
RIMEDIO ADDING FORCE SERUM X6,"230,40","153,61"
RIMEDIO ADDING FORCE SHAMP,"91,80","61,20"
RIMEDIO BALANCING SERUM X 6,"230,40","153,61"
RIMEDIO BALANCING SHAMP 250ML,"91,80","61,20"
RIMEDIO PURIF PEELING 300ML,"232,50","155,00"
RIMEDIO RELAXING BASE CONDITIO,"122,40","81,60"
RIMEDIO RELAXING SERUM X 6,"230,40","153,61"
RIMEDIO RELAXING SHAMP 250ML,"91,80","61,20"
RIMEDIO REMOVING SHAMP 250ML,"91,80","61,20"
RIMEDIO SERUM MINERAL SALT,"230,40","153,61"
RINGER LACTATE 500ML,"27,60","18,22"
RINITA 0.5MG/ML SOL BUV 60ML,"23,30","15,40"
RINITA 5MG CP B15,"38,00","25,11"
RINITA 5MG CP B30,"73,50","48,56"
RINITA 5MG CP B7,"20,20","13,34"
RINO CLENIL 100UG   SPRAY,"126,20","83,36"
RINOMEX ADULT B8,"19,60","12,96"
RINOMEX ADULT SANS SUCRE B8,"18,70","12,35"
RINOMEX ENFANT B8,"17,70","11,72"
RINOMICINE / 10 STS,"21,30","14,05"
RISONEL  0.05% SPRAY NASAL,"111,30","73,57"
RISORDAN 10 MG COMP BT 60,"27,50","18,17"
RISPERDAL 1MG/ML 60ML       BK,"165,80","109,55"
RISPERDAL 2MG/ 60CPS       BK,"247,00","163,73"
RISPERIDONE GT 1MG B10,"26,80","17,70"
RISPERIDONE GT 1MG B60,"138,70","91,63"
RISPERIDONE GT 2MG B10,"47,80","31,61"
RISPERIDONE GT 2MG B60,"247,00","163,53"
RISPERIDONE GT 3MG B10,"66,30","43,79"
RISPERIDONE GT 3MG B60,"322,00","226,55"
RIVABIR 200MG  B84,"940,00","660,45"
RIVALTO 10MG CPS B10,"90,40","59,73"
RIVALTO 10MG CPS B35,"298,00","210,05"
RIVALTO 10MG CPS B5,"49,00","32,38"
RIVALTO 15MG CPS B14,"147,00","97,13"
RIVALTO 15MG CPS B28,"274,00","193,16"
RIVALTO 15MG CPS B42,"398,00","280,28"
RIVALTO 20 MG CPS B28,"274,00","193,14"
RIVALTO 20MG CP B14,"147,00","97,13"
RIVALTO 20MG CPS B56,"549,00","385,69"
RIVASTIGMINE GT 4.6 MG  STS B30,"426,00","299,32"
RIVASTIGMINE GT 9.5 MG STS B30,"457,00","321,35"
RMAG PLUS/30 CPS,"99,90","69,92"
ROC RETINOL ACTIF CONC PUR NUI,"269,00","179,34"
ROC RETINOL ACTIF PUR JOUR PS3,"259,00","172,67"
ROC STICK KEOPS,"86,00","57,34"
ROCFER,"125,00","87,50"
ROCURONIUM 10MG /ML FL B10,"344,00","242,09"
RODOGYL COMP BT/30..        BK,"88,80","58,66"
ROMAC 150MG/10CPS,"66,40","43,85"
ROMAC 300MG/7CPS            BK,"78,20","51,67"
ROMILAST 10MG B10,"78,40","51,79"
ROMILAST 10MG B30,"210,00","138,75"
ROMILAST 4MG B30,"196,40","129,76"
ROMILAST 5MG B10,"77,40","51,16"
ROMILAST 5MG B30,"207,00","137,04"
RONDELLE,"24,40","17,04"
RONIC 1MG  COLLYRE,"22,40","14,82"
RONVISTA 10MG CPS B30,"154,10","101,80"
RONVISTA 20MG CPS B30,"250,00","165,22"
ROSALIAC ANTI-ROUGEURS 40ML,"234,00","156,01"
ROSAR 100MG B28,"138,10","91,26"
ROSAR 50MG B28,"77,20","51,02"
ROSUCAL 10MG CPS B28,"147,10","97,22"
ROSUCAL 20MG CPS B28,"237,00","156,88"
ROSUCAL 5MG CPS,"106,50","70,36"
ROSUSTAR FCT 5MG B28,"127,40","84,17"
ROSUVA PROMOPHARM 10MG B30,"154,10","101,80"
ROSUVA PROMOPHARM 20MG B30,"250,00","165,22"
ROSUVA PROMOPHARM 5MG B30,"111,80","73,88"
ROSUVAS SUN 10MG B30,"154,10","101,79"
ROSUVAS SUN 20MG B10,"102,00","67,39"
ROSUVAS SUN 20MG B30,"250,00","165,22"
ROUGEURS DIFF CR SANS PARFUN,"158,20","105,48"
ROUGEURS DIFF NETTOYANT DOUX,"149,00","99,34"
ROUGIER BAUME PECTORAL 50ML,"59,00","41,30"
ROUGIER FENO+SIMET GAZ GELU,"59,00","41,30"
ROUGIER PAST ECH + VIT C /12,"45,00","31,50"
ROUGIER PAST PLANT THY+VIT C,"45,00","31,50"
ROUGIER PDE REPAR CAMOMILLE 50,"59,00","41,30"
ROUGIER POMMADE ARENICA 50ML,"59,00","41,30"
ROUGIER SP ENF PLANT +YH 100ML,"59,00","41,30"
ROUGIER SP PLANT VIT C SS SUCR,"59,00","41,30"
ROUGIER SPRAY GORGE,"65,00","45,50"
ROVAMYCINE 1.5 M.U.I/16CPS..,"63,30","41,80"
ROVAMYCINE 3M 16 CPS..,"123,90","81,88"
ROVAMYCINE 3M X10 COMP..    BK,"92,40","61,05"
ROXAM 20MG SACHET / 8,"28,00","18,53"
ROXAM 20MG X 16 GELULES,"45,70","30,23"
ROXAM 20MG/10SUPPO,"29,40","19,45"
ROXID 200MG/18 GELULES,"17,10","11,33"
ROXID 200MG/30 GELULES,"28,80","19,01"
ROXOLID 300MG/ 7            BK,"78,20","51,68"
ROZAT 10MG B28,"147,10","97,18"
ROZAT 20MG B28,"238,00","157,62"
ROZEX GEL                  BK,"81,40","53,78"
RX PLUS GEL 110ML,"69,90","48,92"
RYTHMODAN COMPRIMES,"46,80","30,92"
RYZODEG FLEXTOUCH 100UI B5,"900,00","600,00"
RYZODEG FLEXTOUCH 100UI/ML B1,"198,00","130,82"
S-CITAP  5 MG 20 CPS,"51,10","33,74"
S-CITAP  5 MG 30 CPS,"74,80","49,40"
S-CITAP 10 MG 20 CPS,"96,40","63,73"
S-CITAP 10 MG 30 CPS,"144,20","95,28"
S-CITAP 10 MG 60 CPS BK,"253,00","167,71"
S-CITAP 20MG/20CP,"123,40","81,51"
S-CITAP 20MG/30CP,"178,20","117,76"
S-CORT 20 MG / 20,"34,70","22,92"
SAFLU 100 CIPHALER 60 DOSES-REP,"129,30","85,46"
SAFLU 125 120 DOSES,"140,00","92,50"
SAFLU 125 SB 120 DOSES,"140,00","92,50"
SAFLU 250 120 DOSES,"185,00","122,23"
SAFLU 250 CIPHALER 60 DOSES -REP,"148,80","98,31"
SAFLU 250 SB 120 DOSES-REP,"185,00","122,23"
SAFLU 50 120 DOSES,"115,00","75,98"
SAFLU 500 CIPHALER 60 DOSES-REP,"178,10","117,66"
SAFORELLE CREME 50ML,"66,50","46,56"
SAFORELLE CREME APAIS 40ML,"69,00","48,30"
SAFORELLE SOIN LAV FRAICH 250,"99,00","69,30"
SAFORELLE SOIN LAVANT DOUX 100,"59,00","41,30"
SAFORELLE SOIN LAVANT DOUX 250,"94,00","65,81"
SAFORELLE ULTR HYDRAT 250ML,"99,00","69,30"
SAFRAXETINE GELS B30,"199,00","139,31"
SALAZOPYRINE 500 MG 100 CP  BK,"132,40","87,49"
SALCROZINE 1G CPS B100,"502,00","352,76"
SALCROZINE FAES 500MG/100CP,"274,00","181,30"
SALINE PLUS,"66,00","46,20"
SALINET MONODOSE,"65,00","45,50"
SANDOSTATINE 10MG /10AMP LAPR,"532,00","373,86"
SAPHIR 100/12.5 SP E 60ML,"58,90","38,89"
SAPHIR 100/12.5 SP N 30ML,"34,20","22,59"
SAPHIR 1G/125MG/12 STS,"82,30","54,36"
SAPHIR 1G/125MG/16 STS,"108,40","71,65"
SAPHIR 1G/125MG/24 STS,"156,10","103,14"
SAPHIR 500/62.5MG/12 STS,"55,20","36,45"
SAPHIR 500/62.5MG/16 STS,"73,50","48,60"
SARGENOR 1G/20CP EFFE.,"54,20","35,82"
SARLAX SOL BUVABL 150ML,"79,00","55,30"
SAT SANS SERINGUE PASTEUR,"27,10","17,90"
SATELLIS GEL LAVANT 250ML,"93,90","65,72"
SAUGYN ANTISEPTIQUE PH 5.5,"69,00","46,01"
SAUGYN ANTISEPTIQUE PH8,"69,00","46,01"
SAUGYN PHYTO GELS,"180,00","120,00"
SAUJALIM GEL NETTOYANT 125ML,"59,00","41,30"
SAUJALIM GEL NETTOYANT 250ML,"79,00","55,31"
SAUJALIM PH 8 125 ML,"63,00","44,10"
SAUJALIM PH 8 250ML,"83,00","58,10"
SAVON DESINFECTANT 5L,"56,80","39,77"
SCARMED SILOCON GEL 15G,"215,00","143,34"
SCIPRALEX 10MG B30,"123,60","81,68"
SCIPRALEX 20MG B30,"178,20","117,77"
SD LIBERE GELS B30,"170,00","119,03"
SEAMAG B20,"49,90","34,96"
SECAVITE CREME 40ML,"60,00","42,00"
SECAVITE EMULSION 100ML,"99,00","69,30"
SECAVITE SPRAY GM,"78,00","54,60"
SECAVITE SPRAY PM,"49,00","34,31"
SECONIL 2G SACHET,"40,40","26,71"
SECTRAL 200MG B20,"37,80","24,98"
SECTRAL 400 X30 COMP..,"104,60","69,14"
SEDALGIC B20,"27,60","18,27"
SEDANAT ADULTE,"70,00","49,01"
SEDASTERIL 125ML CREME LAVENTE,"68,00","47,60"
SEDASTERIL 250ML,"95,00","66,50"
SEDASTERIL CREME CREVASSES,"137,50","96,26"
SEDASTERIL GEL LUBRIFIANT 70ML,"89,00","62,30"
SEDASTERIL PEDIATRIQUE 125ML,"67,50","47,26"
SEDASTERIL PEDIATRIQUE 250ML,"93,00","65,10"
SEDASTERIL SPRAY ANTISEPTIQUE,"93,00","65,10"
SEDERGINE 20 COMPRIMES EFF.,"15,30","10,12"
SEDOSYL GEL 60ML,"81,00","56,68"
SEEBRI 0.05MG INHA,"457,00","321,07"
SELENIA B30,"180,00","126,00"
SELENIA B60,"120,00","84,00"
SELENIA PLUS BTE/30 GELULES,"84,00","58,80"
SELMARIN DENTIFRICE,"45,00","30,00"
SELVA BABY CARE 30ML,"99,40","69,59"
SELVA CAMOMILLE 30ML,"65,00","45,50"
SEMGLEE 100 UNI/ML/5 STYLO,"520,00","365,75"
SEMGLEE 100UI/ML B/1 STYL 3ML,"106,70","70,50"
SENALAX GELS B15,"49,00","34,30"
SENALAX GELS B30,"87,00","60,90"
SENSI KIN PATE DENTIFRICE,"59,70","41,80"
SENSIBIO CR APAIS RICH,"149,00","99,34"
SENSIKIN BAIN DE BOUCHE,"72,00","50,40"
SENSIKIN GEL,"54,60","38,22"
SENSILUB GEL INTIME 50ML,"98,00","68,60"
SENSIT 2 DENTS BLEU,"59,00","39,34"
SENSODYNE BB 500ML,"68,00","47,60"
SENSODYNE PRO BLANCHEUR 75ML,"58,00","40,60"
SENSODYNE PRO SOIN COMPLET,"58,00","40,60"
SENSODYNE SOIN FLUOR 75ML,"75,00","52,50"
SEPCEN 250 MG               BK,"51,40","33,97"
SEPCEN 500 MG 10 CP         BK,"74,80","49,40"
SEPCEN 750 MG 10 CP         BK,"338,00","237,56"
SEPRAY 40ML,"99,00","69,30"
SEPTALIS CR CICATRISANTE 50ML,"88,50","61,96"
SEPTANEST ADRE 1/100 MV,"466,00","327,45"
SEPTI 7 GEL LAVANT 200ML,"89,80","62,82"
SEPTI 7 SOLUTION SPRAY 125ML,"93,90","65,76"
SEPTICA GEL,"64,80","45,37"
SEPTICA SOLUTION SPRAY,"46,40","32,48"
SEPTIFAM,"95,00","66,50"
SEPTIL POUDRE 10 G,"13,10","8,65"
SEPTIMAT GEL PH7,"120,00","84,00"
SEPTIMAT SPRAY 120 ML,"135,00","94,50"
SEPTOGEL 125 ML,"46,00","32,20"
SEPTOGERM 100ML  SPRAY,"20,00","14,00"
SEPTOGERM 15G POMMADE,"29,00","20,30"
SEPTOGERM PLUS SPRAY 60 ML,"48,00","33,60"
SEPTOGERM POMMADE  30G,"49,50","34,66"
SEPTOGERM SPRAY ANTISEPTIQUE,"39,00","27,30"
SERDEP 20MG/14CPS,"83,80","55,39"
SERDEP 20MG/28CPS,"152,50","100,78"
SERELYS B60,"320,00","224,00"
SERELYS MENO CPS B30,"320,00","224,00"
SERENITE GROSSESSE BTE/30 CPS,"129,00","90,30"
SERETIDE 100UG/50UG,"199,00","131,48"
SERETIDE 125UG/25UG,"175,00","115,63"
SERETIDE 250/25UG AEROSOL,"218,00","144,08"
SERETIDE 250UG/50UG,"248,00","163,86"
SERETIDE 500UG/50UG         BK,"338,00","237,76"
SERETIDE 50UG/25UG,"140,00","92,50"
SERFLUX 120 DOSES,"169,60","112,05"
SERIANE STRESS B30,"145,00","101,51"
SERINGIE 20CC 21G,"2,10","1,49"
SERINGUE 0.5ML G23 B 100 UNITE,"180,00","120,00"
SERINGUE 10CC,"2,00","1,37"
SERINGUE 10CC,"1,80","1,22"
SERINGUE 10CC 21G,"1,40","0,96"
SERINGUE 20CC RR,"3,60","2,40"
SERINGUE 50ML,"6,10","4,09"
SERINGUE 5CC,"1,50","1,02"
SERINGUE 60CC,"5,80","4,09"
SERINGUE DISPOVAN,"1,40","0,96"
SERINGUE INSULINE,"1,10","0,73"
SEROPLEX 10MG / 28 CPS,"224,00","148,20"
SEROQUEL IR 100MG B60,"257,00","170,43"
SEROQUEL IR 200MG B60       BK,"516,00","362,59"
SEROQUEL IR 25MG  B60,"140,70","93,00"
SEROQUEL IR 300MG B60,"813,00","571,66"
SERTAM 50MG B15,"66,30","43,83"
SERTAM 50MG B30,"103,40","68,30"
SERTAM 50MG B60,"187,80","124,10"
SERTRALINE GT 100MG/30CPS,"167,00","110,33"
SERTRALINE GT 50MG/30 CPS,"103,40","68,30"
SERYLAX SACHET B15,"90,00","60,00"
SERZOLINE 50MG B30 CPS,"116,80","77,15"
SEVIKAR 20MG/5MG B30,"210,00","138,78"
SEVIKAR 40MG/10MG B30,"283,00","198,93"
SEVIKAR 40MG/5MG B30,"253,00","167,68"
SEVORANE 250ML INJ,"1 543,00","1 243,43"
SEVRAL BTE/30 GELULES,"82,00","57,41"
SEVREDOL 10 MG/ 14CPS,"32,70","21,61"
SEVREDOL 20MG/14CPS         BK,"54,70","36,12"
SG CREME THERMAL HYDRATANTE PS,"95,00","63,34"
SG PSORIANE CREME LAVANTE,"95,00","63,34"
SG PSORIANE SHAMP THERMAL,"171,00","114,00"
SHAMPOING EGIDE PL,"24,90","16,60"
SHAMPOOING BABBS,"10,50","7,00"
SHAMPOOING EGIDE CH GRAS,"24,90","16,60"
SHAMPOOING EGIDE CH SECS,"24,90","16,60"
SHAMPOOING TRES DOUX ALPHA BB,"68,20","45,46"
SHEN-QI GINSENG,"129,00","90,30"
SIBO BTE/30 GELULES,"84,50","59,16"
SICCAFLUID GEL OPHTALMIQUE,"36,00","23,78"
SICCAGEL  GTTE OCULAIRES,"99,90","69,92"
SICCALARM GTTE OCULAIRES,"89,90","62,93"
SICCAPROTECT COLLYRE,"20,60","13,60"
SIDERAL BIMBI 20 SACHETS,"246,00","172,20"
SIFROL LP 0.26MG/30 CP,"95,90","63,38"
SIFROL LP 0.52MG/30 CP      BK,"168,00","111,03"
SIFROL LP 1.05MG B 30       BK,"376,00","264,27"
SIFROL LP 2.10MG/30 CP      BK,"726,00","510,30"
SIGLIMET 50MG/1000 CPS B60,"235,00","155,40"
SIGLIVIA 100MG B30 CPS,"225,00","148,74"
SIGNAL BAD ULTRA REACH,"35,00","23,33"
SIMCOR 20MG B30,"48,00","31,71"
SIMCOR 40MG B30,"78,70","52,00"
SIMILAC GOLD 1 400G,"94,00","79,91"
SIMILAC GOLD 2 400G,"89,00","75,65"
SIMILAC GOLD 3 400G,"72,00","61,20"
SIMILAC NEOSURE,"62,00","52,70"
SIMPONI 50MG B1,"9 006,00","8 606,22"
SIMULCIUM CREME 75ML,"148,50","99,00"
SIMVACOL 40 MG / 28CPS,"73,40","48,50"
SIMVASTATINE 20MG/B28,"44,20","29,20"
SINADRY SIROP,"61,00","42,70"
SINAWET SIROP,"65,00","45,50"
SINGULAIR 10MG/28CPS,"307,00","215,84"
SINGULAIR 4 MG / 28 STS     BK,"251,00","165,95"
SINGULAIR 5MG/28            BK,"206,00","145,41"
SINOMARIN ADULTE SPRAY 125ML,"115,00","80,50"
SINOMARIN BABIES 18*5ML,"90,00","63,00"
SINOMARIN CHILDREN 100ML,"100,00","70,01"
SINOMARIN MINI SPRAY 30ML,"90,00","63,00"
SINOMARIN SPRAY ENT 200ML,"147,00","102,90"
SINOVIAL 3 SERINGUES DE 2ML,"870,00","609,00"
SINOVIX GEL 120ML,"196,00","137,20"
SINTROM COMPRIMES B/10,"20,00","13,22"
SIPERAM 10MG/30 GELULES,"122,40","80,89"
SIPERAM 20MG/30 GELULES,"178,20","117,75"
SIPERAM 5MG /20 GELULES,"49,30","32,60"
SIPROZONE 20MG/20CPS,"35,00","23,12"
SITO HEAL ONGUENT CREME 30G,"65,00","45,50"
SKINOSALIC LOTION 30G,"32,40","21,42"
SKINOSALIC POMMADE 30 G,"24,80","16,36"
SKINOSONE CREME 15 G,"13,40","8,86"
SKINOSONE POMMADE 15 G,"15,70","10,40"
SLINDA 4MG CPS B28,"102,80","67,92"
SMAG MAGNESIUM 300MG B30,"79,00","55,31"
SMECTA SACHETS B/30.,"49,00","32,36"
SMOFKABIVEN 1970 ML B4,"1 624,00","1 324,99"
SMOFKABIVEN 986 ML B4,"1 334,00","1 034,37"
SMOOTHIE LOTION,"650,00","433,36"
SNIZTOP,"98,00","65,33"
SO-PEN,"330,00","220,01"
SOCLAV 1000MG/125MG/12STS,"86,90","57,43"
SOCLAV 1000MG/125MG/16STS,"115,90","76,57"
SOCLAV 1000MG/125MG/24STS,"153,00","101,08"
SOCLAV 100MG/12.5MG 30ML,"34,20","22,60"
SOCLAV 100MG/12.5MG 60ML,"58,90","38,89"
SOCLAV 500MG/62.5/12STS,"55,00","36,37"
SOCLAV 500MG/62.5/16STS,"72,80","48,11"
SODRIX 1.5MG/30 CPS LP,"34,20","22,60"
SODRIX 2.5MG/30 CPS,"36,00","23,79"
SOIE 2/0CR 3/8,"22,00","14,66"
SOIE N2 CR 45,"28,60","19,09"
SOIE NOIR 2/0 CR 3/8,"18,70","12,49"
SOIE NOIR 4/0 CT 3/8,"17,80","12,49"
SOLARIUM 50+ INVISIBLE,"119,00","79,33"
SOLARIUM 50+ TEINTE,"119,00","79,33"
SOLEIL BIAFINE CREME 50+ 50ML,"194,60","129,72"
SOLFICARE 10MG B30,"168,20","111,16"
SOLFICARE 5MG B30,"101,00","66,71"
SOLIAN 100MG/30 CPS,"130,50","86,20"
SOLIAN 200 MG BT/30 CP.     BK,"316,00","222,67"
SOLIAN 400MG/30CPS          BK,"493,00","346,88"
SOLIAN 50 MG/ 30 CP.,"79,50","52,55"
SOLU-MEDROL 120 MG INJ,"57,60","38,06"
SOLU-MEDROL 40 MG INJ,"24,30","16,05"
SOLUDON BAIN DE BOUCHE,"39,50","27,66"
SOLUELASTINE 15 G,"96,00","64,00"
SOLUFER  B FLACONS B10,"99,00","69,30"
SOLUFER C SIROP 250ML,"109,50","76,68"
SOLUPRED 20MG/20CPS..       BK,"48,70","32,17"
SOLUPRED COMP. EFF. 5MG..,"33,30","22,00"
SOLUSKIN CREME HYDRATANTE,"149,00","104,30"
SOLUSKIN CREME SOLAIRE INVISI,"159,00","111,30"
SOLUSKIN CREME SOLAIRE TEINTEE,"159,00","111,30"
SOLUSKIN GEL NETTOYANT PM,"39,50","27,66"
SOLUTION HYDROALCOOLIQUE 100ML,"20,00","15,80"
SOLUTION HYDROALCOOLIQUE 10L,"700,40","553,36"
SOLUTION HYDROALCOOLIQUE 250ML,"29,00","22,91"
SOMNAT B30,"79,50","55,66"
SOMNEX B30 V WRS,"99,50","69,66"
SOMNEX GTTES BUVABLES 30ML,"89,50","62,66"
SOMNIA BTE/30 GELULES,"134,90","94,43"
SOMNIZEN BTE/30 CPS,"169,00","118,30"
SONDE D ASPIRATION CH 16,"12,50","8,33"
SONDE D ASPIRATION N 14,"7,30","4,90"
SONDE DE FOLEY N 16,"11,90","7,96"
SONDE DE FOLEY N18,"11,90","7,96"
SONDE DE FOLEY SILOCONEE,"42,60","28,40"
SONDE JJ CH7,"1 945,10","1 296,82"
SONDE PROSTA,"284,80","189,89"
SOPHTAL 1OML,"17,30","11,42"
SORBHEPATIC X 20 CP EFFE,"15,90","10,50"
SORBIGEST CPS B20,"75,00","50,00"
SOTRET 10MG B30,"140,20","92,62"
SOTRET 20MG B30,"233,00","154,37"
SOUAKINE BAIN DE BOUCHE,"39,00","26,00"
SOUAKINE PATE,"39,00","26,00"
SOUFRANE NEBULISEUR  BK,"15,20","10,07"
SOULAGASTRIL SIROP 125ML,"90,00","63,00"
SOULAGEL 75G,"89,90","62,93"
SOULAGEL FORT 75GR,"190,00","133,00"
SP-POWER B60,"490,00","343,01"
SP-POWER BTE/30 CPS,"264,00","184,80"
SPASFON AMP INJ B6,"39,20","25,90"
SPASFON CP.,"25,70","16,98"
SPASFON SUPP.,"21,10","13,95"
SPASMAG AMP BUV 10ML X24,"49,40","32,67"
SPASMAG GELULES,"43,90","28,98"
SPASMOMEN 40MG B30,"38,20","25,22"
SPASMOPAN 10MG 40CP,"18,70","12,35"
SPASMOPAN 10MG 6 SUPPOSITOIRES,"10,10","6,69"
SPASMOPAN 20 INJ.,"16,60","10,96"
SPASMOPRIV 100MG 20GELULES,"26,90","17,75"
SPASMOPRIV 200MG 30CP,"42,00","27,73"
SPASMYL SIROP,"21,50","14,20"
SPECTRUM 250MG/10CPS,"51,40","33,97"
SPECTRUM 500 MG B 20,"131,60","86,94"
SPECTRUM 500MG/10CPS,"74,80","49,40"
SPECTRUM 750MG/10CPS,"140,20","92,62"
SPECTRUM COLLYRE,"30,80","20,38"
SPECTRUM GOUTTE AURIC,"30,80","20,38"
SPECULUM VAGINAL TAILLE LARGE,"11,50","8,04"
SPERAM 10MG B30,"122,40","80,89"
SPERAM 20MG B30,"178,20","117,77"
SPERAM 5MG B20,"49,30","32,60"
SPIOLOTO RESPIMAT 2.5UG,"741,00","441,52"
SPIRALIDE 1.5 MUI /16 CP,"45,20","29,88"
SPIRALIDE 3 MUI /16CPS,"103,90","68,65"
SPIRALIDE 3MUI / 10CP,"64,90","42,91"
SPIRAZOLE 125MG/30CPS,"71,90","47,54"
SPIRIVA                     BK,"427,00","300,26"
SPIRIVA RESPIMAT 2.5UG/ DOSE,"422,00","296,69"
SPIRUDIET BTE/120 GELULES,"145,00","101,50"
SPIRUDIET BTE/60 GELULES,"88,00","61,60"
SPIRULINE PHYTOTHERA B60,"113,00","75,34"
SPRAYGALE LAIT 200ML,"99,00","66,00"
STABIFLOR  20 GELS,"75,00","52,50"
STABIFLOR 10 GELS,"36,90","25,80"
"STABLON 12,5 COMP ENR B30","108,00","71,37"
STAGID 1OO COMP,"107,60","71,10"
STAGID 3O COMP,"36,20","23,92"
STALEVO 100/25/200MG/30 CP,"317,00","222,93"
STALEVO 50MG/12.5/200MG/30CP,"300,00","211,33"
STALEVO FCT 150/37.5/200/30,"329,00","231,21"
STALORAL 350 50/50 300IR,"696,00","489,58"
STALORAL OLIVIER 300 IR,"700,00","492,46"
STANLIP TAB 145MG/30 CPS,"64,80","42,80"
STANORM 10MG B30,"57,80","38,22"
STANORM 20MG B30,"97,30","64,27"
STANORM 40MG B30,"155,90","103,01"
STARK FER BTE/30 GELULES,"88,00","61,60"
STARK FER VIT B12 STICKS B30,"189,00","132,30"
STARK ZINC+ C COMP B20,"79,00","55,30"
STARK+ CALCIUM +C COMP EFFER B20,"79,00","55,30"
STARK+ MULTIVIT+MIN COMP B 20,"79,00","55,30"
STARK+ MULTUVIT EFFER COMP B20,"79,00","55,30"
STARK+FER+VIT C GELS B30,"125,00","87,50"
STARK+FER+VIT SUSP BUV 120ML,"115,00","80,50"
STARMOX 125 SP              BK,"14,30","9,47"
STARMOX 1G / 12 CPS DISPER,"51,40","33,95"
STARMOX 1G/16CP DISPERS,"68,20","45,08"
STARMOX 500MG/12CP DIS      BK,"32,30","21,36"
STARPEN 1000MG X 12 CPS,"30,70","20,31"
STARPEN 250 SP 120ML,"25,70","16,98"
